Test,District ID,School ID,District Name,School Name,School Year,Number of Students Tested,Standard CAPT Score Summary Average Scale Score,Standard CAPT Score Summary Percent at/above goal level,Standard CAPT Score Summary Percent at/above proficient level,Standard CAPT Results by Below Basic,Standard CAPT Results by Basic,Standard CAPT Results by Proficient,Standard CAPT Results by Goal,Standard CAPT Results by Advanced,Assessment Participation Standard CAPT ,Assessment Participation Skills Checklist ,Assessment Participation Modified Assessment,Assessment Participation ELL Exempt ,Assessment Participation No Valid Score ,Assessment Participation Total Participation ,Assessment Participation Absent 
Mathematics,134,61,Stafford School District,Stafford High School,2010-11,118,267.8,62.7,94.1,0,5.9,31.4,45.8,16.9,92.2,0.8,6.3,0,0.8,100,0
Mathematics,282,60,Stamford Academy,Stamford Academy,2010-11,21,181.9,0,9.5,42.9,47.6,9.5,0,0,77.8,0,11.1,0,0,88.9,11.1
Mathematics,135,61,Stamford School District,Stamford High School,2010-11,442,238.7,35.1,67.2,12.2,20.6,32.1,23.1,12,91.3,1.9,2.5,1.7,0.8,98.1,1.9
Mathematics,135,64,Stamford School District,The Academy of Information Technology,2010-11,178,263.2,53.9,89.3,2.2,8.4,35.4,31.5,22.5,100,0,0,0,0,100,0
Mathematics,135,63,Stamford School District,Westhill High School,2010-11,484,238.3,34.3,63,15.7,21.3,28.7,20,14.3,89,0.7,0.2,0.9,0.2,91,9
Mathematics,137,61,Stonington School District,Stonington High School,2010-11,192,266.3,64.1,88,2.1,9.9,24,38.5,25.5,98,0.5,1,0,0,99.5,0.5
Mathematics,138,62,Stratford School District,Bunnell High School,2010-11,276,257.2,47.8,85.5,3.3,11.2,37.7,28.6,19.2,92.6,3.4,3,0,0,99,1
Mathematics,138,61,Stratford School District,Stratford High School,2010-11,229,254.8,45.9,87.8,2.6,9.6,41.9,32.8,13.1,95.4,0.4,2.1,1.3,0.4,99.6,0.4
Mathematics,139,61,Suffield School District,Suffield High School,2010-11,210,275,69.5,90,3.3,6.7,20.5,29,40.5,100,0,0,0,0,100,0
Mathematics,269,61,The Bridge Academy District,The Bridge Academy,2010-11,43,224.1,14,55.8,14,30.2,41.9,11.6,2.3,87.8,0,4.1,0,6.1,98,2
Mathematics,902,61,The Gilbert School,The Gilbert School,2010-11,83,235.6,26.5,71.1,10.8,18.1,44.6,20.5,6,97.6,0,1.2,0,0,98.8,1.2
Mathematics,140,62,Thomaston School District,Thomaston High School,2010-11,78,247.3,37.2,80.8,6.4,12.8,43.6,24.4,12.8,96.3,0,3.7,0,0,100,0
Mathematics,141,61,Thompson School District,Tourtellotte Memorial High School,2010-11,77,241.8,33.8,74,7.8,18.2,40.3,22.1,11.7,96.3,1.3,0,0,2.5,100,0
Mathematics,142,61,Tolland School District,Tolland High School,2010-11,241,272.3,67.2,93.4,0.8,5.8,26.1,37.8,29.5,98,0,1.2,0,0,99.2,0.8
Mathematics,143,61,Torrington School District,Torrington High School,2010-11,250,241.2,32.8,73.6,10.8,15.6,40.8,24.4,8.4,91.9,0.4,2.6,1.1,2.6,98.5,1.5
Mathematics,144,61,Trumbull School District,Trumbull High School,2010-11,536,275.5,72,92.7,2.1,5.2,20.7,36.8,35.3,98,0,0.5,0.2,0,98.7,1.3
Mathematics,347,1,Unified School District #2,Connecticut Children's Place,2010-11,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,347,67,Unified School District #2,Connecticut Juvenile Training School,2010-11,26,180,0,11.5,57.7,30.8,11.5,0,0,56.5,0,17.4,0,26.1,100,0
Mathematics,347,3,Unified School District #2,Riverview Hospital,2010-11,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,146,61,Vernon School District,Rockville High School,2010-11,237,243.5,37.1,73.8,10.5,15.6,36.7,26.2,11,97.9,0.8,0,0.4,0.8,100,0
Mathematics,148,61,Wallingford School District,Lyman Hall High School,2010-11,289,258.5,49.1,86.5,3.5,10,37.4,31.5,17.6,97.3,0.3,0.7,0,0.7,99,1
Mathematics,148,62,Wallingford School District,Mark T. Sheehan High School,2010-11,232,268.7,64.2,91.4,2.6,6,27.2,34.5,29.7,96.3,0.4,0,0,2.1,98.8,1.2
Mathematics,151,62,Waterbury School District,Crosby High School,2010-11,300,203.8,6,36.3,30,33.7,30.3,5,1,87.2,3.2,6.1,0.9,2.3,99.7,0.3
Mathematics,151,64,Waterbury School District,John F. Kennedy High School,2010-11,299,216.8,15.4,48.8,24.7,26.4,33.4,10.4,5,84.7,1.7,7.1,1.1,3.7,98.3,1.7
Mathematics,151,60,Waterbury School District,Waterbury Arts Magnet School (High),2010-11,106,228.4,17.9,56.6,9.4,34,38.7,14.2,3.8,92.2,0,6.1,0,0.9,99.1,0.9
Mathematics,151,63,Waterbury School District,Wilby High School,2010-11,281,216,11.4,46.6,23.1,30.2,35.2,8.5,2.8,81.9,1.7,12,0.9,1.2,97.7,2.3
Mathematics,152,61,Waterford School District,Waterford High School,2010-11,233,264.3,57.9,91.4,2.1,6.4,33.5,37.3,20.6,94.7,2.4,0.8,0,0.8,98.8,1.2
Mathematics,153,61,Watertown School District,Watertown High School,2010-11,248,255.5,45.6,85.1,4,10.9,39.5,28.2,17.3,88.6,2.9,0.4,0,6.1,97.9,2.1
Mathematics,155,61,West Hartford School District,Conard High School,2010-11,414,270,61.6,89.4,1.7,8.9,27.8,30,31.6,96.7,0.7,0.5,0.7,0.5,99.1,0.9
Mathematics,155,62,West Hartford School District,Hall High School,2010-11,374,272.2,63.6,93,2.4,4.5,29.4,31.6,32.1,95.7,0.5,3.6,0.3,0,100,0
Mathematics,156,61,West Haven School District,West Haven High School,2010-11,351,227,20.8,60.7,16.5,22.8,39.9,15.1,5.7,90.7,1.3,2.3,0.3,2.6,97.2,2.8
Mathematics,154,61,Westbrook School District,Westbrook High School,2010-11,75,257.2,50.7,84,4,12,33.3,30.7,20,96.2,1.3,0,0,2.6,100,0
Mathematics,157,61,Weston School District,Weston High School,2010-11,201,291.8,86.1,98.5,0,1.5,12.4,32.3,53.7,98,0.5,0,0,0,98.5,1.5
Mathematics,158,61,Westport School District,Staples High School,2010-11,458,295.4,90.2,97.2,0.7,2.2,7,32.1,58.1,98.1,0,0.6,0,0,98.7,1.3
Mathematics,159,61,Wethersfield School District,Wethersfield High School,2010-11,247,268.9,63.2,91.1,3.6,5.3,27.9,34.8,28.3,95,0.8,1.2,0,0.8,97.7,2.3
Mathematics,161,61,Wilton School District,Wilton High School,2010-11,311,291,83.6,97.1,0,2.9,13.5,30.5,53.1,94.2,1.8,0.6,0,0.3,97,3
Mathematics,163,84,Windham School District,Partial Day Program,2010-11,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,163,61,Windham School District,Windham High School,2010-11,165,226.4,32.7,56.4,25.5,18.2,23.6,22.4,10.3,82.5,0.5,3.5,1.5,11.5,99.5,0.5
Mathematics,165,61,Windsor Locks School District,Windsor Locks High School,2010-11,130,252.6,43.8,83.8,4.6,11.5,40,33.1,10.8,90.9,4.2,2.8,0,0.7,98.6,1.4
Mathematics,164,61,Windsor School District,Windsor High School,2010-11,302,249.9,34.4,80.1,6.3,13.6,45.7,18.5,15.9,88.3,0.3,3.2,0,6.7,98.5,1.5
Mathematics,166,61,Wolcott School District,Wolcott High School,2010-11,204,271.6,64.2,93.6,1.5,4.9,29.4,35.3,28.9,97.1,1.4,1.4,0,0,100,0
Mathematics,903,61,Woodstock Academy,Woodstock Academy,2010-11,271,257.6,47.2,90,4.4,5.5,42.8,33.6,13.7,98.2,0,1.1,0,0.4,99.6,0.4
Mathematics,279,51,Amistad Academy District,Amistad Academy,2009-10,33,245.8,33.3,84.8,3,12.1,51.5,24.2,9.1,91.7,0,2.8,0,2.8,97.2,2.8
Mathematics,2,61,Ansonia School District,Ansonia High School,2009-10,177,230,27.7,62.1,16.9,20.9,34.5,24.9,2.8,93.7,1.1,1.6,0.5,2.1,98.9,1.1
Mathematics,244,61,Area Cooperative Educational Services,Collaborative Alternative Magnet School,2009-10,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,4,61,Avon School District,Avon High School,2009-10,273,284.4,79.5,96,1.1,2.9,16.5,32.6,46.9,98.6,0,0.4,0,1.1,100,0
Mathematics,7,61,Berlin School District,Berlin High School,2009-10,246,269.3,65.9,95.1,1.6,3.3,29.3,40.7,25.2,95.3,0,2.7,0,0,98.1,1.9
Mathematics,9,61,Bethel School District,Bethel High School,2009-10,233,265.6,61.8,88.8,3.4,7.7,27,37.8,24,98.3,0.8,0.4,0,0.4,100,0
Mathematics,11,61,Bloomfield School District,Bloomfield High School,2009-10,159,217.1,18.2,44.7,28.3,27,26.4,15.7,2.5,87.4,3.3,8.8,0,0.5,100,0
Mathematics,11,62,Bloomfield School District,The Big Picture High School,2009-10,20,218.1,20,45,20,35,25,20,0,83.3,0,16.7,0,0,100,0
Mathematics,12,61,Bolton School District,Bolton High School,2009-10,67,272.9,70.1,92.5,4.5,3,22.4,40.3,29.9,95.7,4.3,0,0,0,100,0
Mathematics,14,61,Branford School District,Branford High School,2009-10,242,263.6,59.9,90.9,2.9,6.2,31,40.5,19.4,97.2,0,2.4,0.4,0,100,0
Mathematics,15,61,Bridgeport School District,Bassick High School,2009-10,209,177.5,1.9,15.8,64.1,20.1,13.9,1.9,0,65.7,1.9,0.9,0,2.2,70.8,29.2
Mathematics,15,62,Bridgeport School District,Central High School,2009-10,560,214.8,17,47.1,31.6,21.3,30.2,13.2,3.8,92.3,1.3,0,1.2,3,97.7,2.3
Mathematics,15,63,Bridgeport School District,Harding High School,2009-10,296,188.4,4.7,24.3,52.7,23,19.6,4.4,0.3,77.9,1.1,1.6,2.1,1.6,84.2,15.8
Mathematics,17,61,Bristol School District,Bristol Central High School,2009-10,327,261.5,54.7,89.9,2.8,7.3,35.2,37.9,16.8,93.4,0.9,2.9,0,0.6,97.7,2.3
Mathematics,17,62,Bristol School District,Bristol Eastern High School,2009-10,279,263.4,58.4,88.9,3.2,7.9,30.5,34.8,23.7,91.8,2.6,1.6,1.6,1.3,99,1
Mathematics,18,61,Brookfield School District,Brookfield High School,2009-10,238,278.6,72.7,95,0.8,4.2,22.3,36.6,36.1,97.5,0.8,1.2,0,0.4,100,0
Mathematics,23,61,Canton School District,Canton High School,2009-10,123,291.7,86.2,96.7,1.6,1.6,10.6,30.1,56.1,100,0,0,0,0,100,0
Mathematics,241,52,Capitol Region Education Council,CREC - Public Safety Academy Interdistrict Magnet School,2009-10,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,241,63,Capitol Region Education Council,Great Path Academy at MCC,2009-10,40,240.9,35,72.5,7.5,20,37.5,32.5,2.5,95.2,0,0,2.4,2.4,100,0
Mathematics,241,64,Capitol Region Education Council,Greater Hartford Academy of  the Arts - Full Time,2009-10,96,234.8,28.1,67.7,11.5,20.8,39.6,24,4.2,98,0,1,0,1,100,0
Mathematics,241,51,Capitol Region Education Council,Greater Hartford Academy of Math and Science,2009-10,26,258.8,50,73.1,3.8,23.1,23.1,26.9,23.1,100,0,0,0,0,100,0
Mathematics,241,61,Capitol Region Education Council,Metropolitan Learning Center,2009-10,76,254.7,51.3,77.6,0,22.4,26.3,36.8,14.5,97.4,0,2.6,0,0,100,0
Mathematics,25,61,Cheshire School District,Cheshire High School,2009-10,393,279.9,75.1,95.2,0.8,4.1,20.1,37.2,37.9,96.1,0.5,2.7,0,0,99.3,0.7
Mathematics,27,61,Clinton School District,The Morgan School,2009-10,115,259.8,61.7,89.6,5.2,5.2,27.8,48.7,13,92,0,1.6,0.8,4.8,99.2,0.8
Mathematics,28,61,Colchester School District,Bacon Academy,2009-10,234,266.5,64.5,91.9,1.3,6.8,27.4,41.9,22.6,96.7,0.4,0,0,1.7,98.8,1.2
Mathematics,268,61,Common Ground High School District,Common Ground High School,2009-10,33,243.5,27.3,75.8,9.1,15.2,48.5,15.2,12.1,97.1,0,2.9,0,0,100,0
Mathematics,900,15,Connecticut Technical High School System,A. I. Prince Technical High School,2009-10,186,227.2,14.5,62.9,14.5,22.6,48.4,14.5,0,99.5,0,0,0,0.5,100,0
Mathematics,900,11,Connecticut Technical High School System,Bullard-Havens Technical High School,2009-10,225,241.7,28.9,82.2,7.1,10.7,53.3,25.8,3.1,99.6,0,0,0,0,99.6,0.4
Mathematics,900,19,Connecticut Technical High School System,E. C. Goodwin Technical High School,2009-10,156,238.5,26.3,69.9,7.1,23.1,43.6,21.8,4.5,99.4,0,0,0,0,99.4,0.6
Mathematics,900,14,Connecticut Technical High School System,Eli Whitney Technical High School,2009-10,143,224.2,10.5,59.4,11.9,28.7,49,10.5,0,98.6,0,0.7,0,0.7,100,0
Mathematics,900,27,Connecticut Technical High School System,Ella T. Grasso Southeastern Technical High School,2009-10,162,240.9,30.9,70.4,6.8,22.8,39.5,22.2,8.6,99.4,0,0.6,0,0,100,0
Mathematics,900,25,Connecticut Technical High School System,Emmett O'Brien Technical High School,2009-10,139,238.2,21.6,77,7.9,15.1,55.4,17.3,4.3,100,0,0,0,0,100,0
Mathematics,900,17,Connecticut Technical High School System,H. C. Wilcox Technical High School,2009-10,215,253.9,46.5,85.6,2.8,11.6,39.1,34.9,11.6,100,0,0,0,0,100,0
Mathematics,900,13,Connecticut Technical High School System,H. H. Ellis Technical High School,2009-10,149,253.9,38.9,89.3,1.3,9.4,50.3,28.9,10.1,100,0,0,0,0,100,0
Mathematics,900,12,Connecticut Technical High School System,Henry Abbott Technical High School,2009-10,173,242.6,28.9,76.3,5.8,17.9,47.4,23.7,5.2,98.9,0,0,0,0,98.9,1.1
Mathematics,900,16,Connecticut Technical High School System,Howell Cheney Technical High School,2009-10,160,251.9,43.1,84.4,4.4,11.3,41.3,31.9,11.3,100,0,0,0,0,100,0
Mathematics,900,20,Connecticut Technical High School System,Norwich Technical High School,2009-10,163,258.3,49.1,90.2,1.2,8.6,41.1,40.5,8.6,99.4,0,0,0,0,99.4,0.6
Mathematics,900,22,Connecticut Technical High School System,Oliver Wolcott Technical High School,2009-10,188,252.7,41,87.2,1.1,11.7,46.3,33.5,7.4,100,0,0,0,0,100,0
Mathematics,900,26,Connecticut Technical High School System,Platt Technical High School,2009-10,230,256.5,46.5,90.9,0.4,8.7,44.3,40.4,6.1,100,0,0,0,0,100,0
Mathematics,900,18,Connecticut Technical High School System,Vinal Technical High School,2009-10,147,252.2,44.9,84.4,2.7,12.9,39.5,36.7,8.2,100,0,0,0,0,100,0
Mathematics,900,23,Connecticut Technical High School System,W. F. Kaynor Technical High School,2009-10,184,253.3,42.4,84.8,1.6,13.6,42.4,32.1,10.3,100,0,0,0,0,100,0
Mathematics,900,24,Connecticut Technical High School System,Windham Technical High School,2009-10,150,249.2,36,85.3,2,12.7,49.3,29.3,6.7,99.3,0,0,0,0.7,100,0
Mathematics,32,61,Coventry School District,Coventry High School,2009-10,132,247.2,40.9,78,12.1,9.8,37.1,24.2,16.7,92.3,0.7,3.5,0,0,96.5,3.5
Mathematics,33,61,Cromwell School District,Cromwell High School,2009-10,143,262.8,58.7,86.7,4.2,9.1,28,34.3,24.5,97.3,1.4,0.7,0,0.7,100,0
Mathematics,34,62,Danbury School District,Alternative Center For Excellence,2009-10,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,34,61,Danbury School District,Danbury High School,2009-10,650,230.8,26.8,62.5,18.2,19.4,35.7,20,6.8,94.5,1,1.7,0,0.9,98.1,1.9
Mathematics,35,61,Darien School District,Darien High School,2009-10,317,282.8,80.4,95.9,1.9,2.2,15.5,36.9,43.5,98.1,0.3,0.6,0,0.9,100,0
Mathematics,37,61,Derby School District,Derby High School,2009-10,93,237.4,26.9,68.8,15.1,16.1,41.9,17.2,9.7,92.1,0,6.9,1,0,100,0
Mathematics,40,61,East Granby School District,East Granby High School,2009-10,58,268.3,69,87.9,5.2,6.9,19,37.9,31,98.3,0,1.7,0,0,100,0
Mathematics,41,61,East Haddam School District,Nathan Hale-Ray High School,2009-10,101,255.4,46.5,90.1,2,7.9,43.6,38.6,7.9,98.1,0,0,0,0,98.1,1.9
Mathematics,42,61,East Hampton School District,East Hampton High School,2009-10,151,264.7,60.3,92.1,1.3,6.6,31.8,43,17.2,96.2,0,1.9,0,1.3,99.4,0.6
Mathematics,43,63,East Hartford School District,Connecticut IB Academy,2009-10,47,271.9,68.1,95.7,0,4.3,27.7,40.4,27.7,100,0,0,0,0,100,0
Mathematics,43,62,East Hartford School District,East Hartford High School,2009-10,425,225.5,19.5,55.1,17.6,27.3,35.5,14.8,4.7,94,2,1.5,0.7,1.3,99.6,0.4
Mathematics,43,64,East Hartford School District,Stevens Alternate High school,2009-10,44,179.1,0,15.9,65.9,18.2,15.9,0,0,84.6,0,0,0,15.4,100,0
Mathematics,44,61,East Haven School District,East Haven High School,2009-10,196,242.5,34.2,77.6,9.7,12.8,43.4,28.6,5.6,94.2,0,1,1,0.5,96.6,3.4
Mathematics,45,61,East Lyme School District,East Lyme High School,2009-10,280,271.3,67.9,92.5,2.1,5.4,24.6,40.7,27.1,97.6,0.7,0.7,0,0.3,99.3,0.7
Mathematics,47,61,East Windsor School District,East Windsor High School,2009-10,94,247.5,38.3,75.5,8.5,16,37.2,26.6,11.7,96.9,0,0,0,3.1,100,0
Mathematics,253,60,Eastern Connecticut Regional Educational Service Center,ACT Magnet School (Arts at the Capitol Theater) - Full Time,2009-10,39,247.8,38.5,79.5,2.6,17.9,41,35.9,2.6,97.5,0,2.5,0,0,100,0
Mathematics,253,61,Eastern Connecticut Regional Educational Service Center,Quinebaug Middle College,2009-10,24,194.2,4.2,25,50,25,20.8,4.2,0,82.8,0,0,0,6.9,89.7,10.3
Mathematics,48,61,Ellington School District,Ellington High School,2009-10,200,261.8,59,87.5,5.5,7,28.5,37,22,97.6,1,0.5,0,0,99,1
Mathematics,289,1,Elm City College Preparatory School,Elm City College Preparatory School,2009-10,22,254.5,54.5,86.4,4.5,9.1,31.8,50,4.5,95.7,0,4.3,0,0,100,0
Mathematics,49,61,Enfield School District,Enfield High School,2009-10,189,254.7,49.7,84.1,2.6,13.2,34.4,39.2,10.6,95.5,2,1,0,0.5,99,1
Mathematics,49,62,Enfield School District,Enrico Fermi High School,2009-10,290,252.6,43.8,84.5,3.1,12.4,40.7,32.8,11,93.5,2.6,2.3,0,1.6,100,0
Mathematics,272,61,Explorations District,Explorations,2009-10,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,51,60,Fairfield School District,Fairfield Ludlowe High School,2009-10,347,270.9,66,94.8,2.3,2.9,28.8,37.2,28.8,97.7,0.6,0.3,0,0.3,98.9,1.1
Mathematics,51,62,Fairfield School District,Fairfield Warde High School,2009-10,336,271.2,66.4,89.9,4.5,5.7,23.5,32.4,33.9,97.1,0,0.9,0,0.6,98.6,1.4
Mathematics,52,61,Farmington School District,Farmington High School,2009-10,303,280.8,77.6,93.1,0.7,6.3,15.5,36.6,40.9,97.7,1.3,1,0,0,100,0
Mathematics,54,61,Glastonbury School District,Glastonbury High School,2009-10,496,285.3,79.2,96.2,0.6,3.2,16.9,32.7,46.6,97.1,0.8,2,0,0,99.8,0.2
Mathematics,56,61,Granby School District,Granby Memorial High School,2009-10,184,285.2,79.9,97.8,0,2.2,17.9,33.2,46.7,97.9,0.5,1.6,0,0,100,0
Mathematics,57,61,Greenwich School District,Greenwich High School,2009-10,633,277.5,72.2,91.2,2.8,6,19,32.9,39.3,96.1,0.8,1.1,1.7,0.3,99.8,0.2
Mathematics,58,62,Griswold School District,Griswold High School,2009-10,182,252.4,49.5,83,5.5,11.5,33.5,38.5,11,97.3,0,0.5,0,0.5,98.4,1.6
Mathematics,59,61,Groton School District,Fitch Senior High School,2009-10,309,248.5,45.3,74.1,10.4,15.5,28.8,30.4,14.9,93.4,0.9,2.7,0,0.3,97.3,2.7
Mathematics,60,61,Guilford School District,Guilford High School,2009-10,280,279.4,80,97.9,0.4,1.8,17.9,45,35,97.9,0.7,1,0,0,99.7,0.3
Mathematics,62,61,Hamden School District,Hamden High School,2009-10,466,238.4,35.4,68.2,16.7,15,32.8,23.6,11.8,92.6,0.8,0.2,0.6,2.8,97,3
Mathematics,64,61,Hartford School District,Bulkeley High School Lower School,2009-10,192,233.3,11.5,75.5,7.3,17.2,64.1,9.9,1.6,78.4,2.4,12.2,0.4,3.7,97.1,2.9
Mathematics,64,69,Hartford School District,Capital Preparatory Magnet School,2009-10,36,237.8,25,75,5.6,19.4,50,25,0,97.3,0,2.7,0,0,100,0
Mathematics,64,64,Hartford School District,Classical Magnet School,2009-10,101,231,22.8,66.3,16.8,16.8,43.6,16.8,5.9,98.1,1,1,0,0,100,0
Mathematics,64,60,Hartford School District,Culinary Arts Academy,2009-10,32,206.2,3.1,37.5,31.3,31.3,34.4,3.1,0,78,2.4,2.4,2.4,4.9,90.2,9.8
Mathematics,64,76,Hartford School District,High School Inc.,2009-10,50,188.4,2,20,48,32,18,2,0,71.4,0,5.7,1.4,11.4,90,10
Mathematics,64,72,Hartford School District,HPHS Academy of Engineering and Green Technology,2009-10,99,206.1,6.1,36.4,31.3,32.3,30.3,5.1,1,63.9,1.9,9.7,2.6,5.8,83.9,16.1
Mathematics,64,74,Hartford School District,HPHS Law and Government Academy,2009-10,110,199.4,5.5,30.9,40,29.1,25.5,5.5,0,67.9,3.1,6.8,3.7,1.2,82.7,17.3
Mathematics,64,75,Hartford School District,HPHS Nursing Academy,2009-10,111,205.2,12.6,33.3,36,30.6,20.7,10.8,1.8,80.4,6.5,4.3,1.4,0,92.8,7.2
Mathematics,64,77,Hartford School District,Journalism and Media High School,2009-10,56,201.3,3.6,23.2,33.9,42.9,19.6,3.6,0,71.8,3.8,15.4,0,5.1,96.2,3.8
Mathematics,64,78,Hartford School District,OPPortunity High School,2009-10,39,182.6,0,2.6,66.7,30.8,2.6,0,0,73.6,0,0,0,3.8,77.4,22.6
Mathematics,64,66,Hartford School District,Pathways to Technology Magnet School,2009-10,87,220.6,21.8,48.3,18.4,33.3,26.4,17.2,4.6,92.6,1.1,3.2,0,3.2,100,0
Mathematics,64,65,Hartford School District,Sports and Medical Sciences Academy,2009-10,119,249.8,41.2,81.5,5,13.4,40.3,31.1,10.1,94.4,0.8,2.4,0,0,97.6,2.4
Mathematics,64,67,Hartford School District,University High School,2009-10,91,246.5,38.5,75.8,5.5,18.7,37.4,28.6,9.9,96.8,0,2.1,0,0,98.9,1.1
Mathematics,69,61,Killingly School District,Killingly High School,2009-10,167,233.8,26.3,65.9,12.6,21.6,39.5,24,2.4,97.7,0.6,0,0,1.8,100,0
Mathematics,71,62,Lebanon School District,Lyman Memorial High School,2009-10,133,253.5,53.4,82.7,9,8.3,29.3,40.6,12.8,95.7,0.7,1.4,0,0,97.8,2.2
Mathematics,72,61,Ledyard School District,Ledyard High School,2009-10,197,263.8,57.9,92.9,2,5.1,35,42.6,15.2,96.1,1.5,1,0.5,0.5,99.5,0.5
Mathematics,73,60,Lisbon School District,Community Connection - The Big Picture High School,2009-10,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,74,61,Litchfield School District,Litchfield High School,2009-10,101,276.9,72.3,96,0,4,23.8,40.6,31.7,97.1,1,1,0,0,99,1
Mathematics,76,61,Madison School District,Daniel Hand High School,2009-10,323,271.4,69,94.1,1.5,4.3,25.1,45.8,23.2,97.9,0.6,1.2,0,0.3,100,0
Mathematics,77,61,Manchester School District,Manchester High School,2009-10,446,239.2,32.3,70,12.1,17.9,37.7,22,10.3,93.9,1.7,0.8,0.2,1.3,97.9,2.1
Mathematics,80,61,Meriden School District,Francis T. Maloney High School,2009-10,256,227.4,23,56.3,17.6,26.2,33.2,16.4,6.6,88,2.1,0.3,0,2.4,92.8,7.2
Mathematics,80,62,Meriden School District,Orville H. Platt High School,2009-10,232,230.8,26.3,60.8,16.8,22.4,34.5,21.1,5.2,92.4,1.6,1.2,0.4,1.6,97.2,2.8
Mathematics,83,62,Middletown School District,Middletown High School,2009-10,300,240.1,35.3,66.7,12.3,21,31.3,25.3,10,92,2.1,2.1,0.3,2.8,99.4,0.6
Mathematics,84,62,Milford School District,Jonathan Law High School,2009-10,241,246.6,44,71.4,13.3,15.4,27.4,27,17,96.8,0.4,0.4,0.8,1.2,99.6,0.4
Mathematics,84,63,Milford School District,Joseph A. Foran High School,2009-10,246,257.1,54.9,80.5,5.7,13.8,25.6,35,19.9,97.6,1.6,0,0.4,0,99.6,0.4
Mathematics,85,61,Monroe School District,Masuk High School,2009-10,324,280.4,79.6,97.5,0.6,1.9,17.9,47.5,32.1,97.6,0,1.2,0,0.6,99.4,0.6
Mathematics,86,61,Montville School District,Montville High School,2009-10,204,245.8,41.2,76,9.8,14.2,34.8,32.4,8.8,96.7,0.5,0.5,1.9,0,99.5,0.5
Mathematics,88,61,Naugatuck School District,Naugatuck High School,2009-10,308,250.5,43.8,83.1,5.5,11.4,39.3,33.8,10.1,92.5,1.5,4.2,0.9,0.9,100,0
Mathematics,89,61,New Britain School District,New Britain High School,2009-10,533,218,16.7,50.1,26.6,23.3,33.4,13.5,3.2,86.4,1.8,5,3.9,2.9,100,0
Mathematics,90,61,New Canaan School District,New Canaan High School,2009-10,332,288.8,84.9,98.2,0.3,1.5,13.3,34.9,50,98.8,0.6,0.6,0,0,100,0
